Time	Open	High	Low	Close	Volume
2017-09-23 00:00:00	151.07	151.968	150.858	151.75	240
2017-09-25 00:00:00	149.967	151.808	149.177	150.47	150
2017-09-26 00:00:00	150.478	153.017	149.917	152.508	390
2017-09-27 00:00:00	152.507	154.661	152.097	153.918	390
2017-09-28 00:00:00	153.918	154.707	152.697	152.917	390
2017-09-29 00:00:00	152.917	153.947	151.997	153.648	390
2017-09-30 00:00:00	153.638	154.106	153.478	154.038	240
2017-10-02 00:00:00	154.157	154.438	152.997	153.018	150
2017-10-03 00:00:00	153.018	154.978	152.717	154.667	390
2017-10-04 00:00:00	154.668	155.078	152.467	153.467	390
2017-10-05 00:00:00	153.481	155.348	153.109	154.838	390
2017-10-06 00:00:00	154.838	155.488	154.557	154.748	390
2017-10-07 00:00:00	154.747	155.288	154.597	155.287	240
2017-10-09 00:00:00	155.847	156.717	155.488	156.058	150
2017-10-10 00:00:00	156.057	156.558	155.097	155.447	390
2017-10-11 00:00:00	155.438	156.958	155.247	156.667	390
2017-10-12 00:00:00	156.668	157.358	156.267	156.887	390
2017-10-13 00:00:00	156.888	157.138	155.717	157.038	390
2017-10-14 00:00:00	157.037	157.268	156.547	156.998	240
2017-10-16 00:00:00	157.848	159.648	157.628	159.348	150
2017-10-17 00:00:00	159.347	160.858	158.967	159.877	390
2017-10-18 00:00:00	159.878	160.688	159.668	159.788	390
2017-10-19 00:00:00	159.787	160.468	155.257	155.408	390
2017-10-20 00:00:00	155.407	157.737	155.017	157.468	390
2017-10-21 00:00:00	157.467	157.488	155.957	156.208	240
2017-10-23 00:00:00	156.848	157.038	155.898	156.358	150
2017-10-24 00:00:00	156.368	157.678	155.878	156.948	390
2017-10-25 00:00:00	156.957	157.527	155.647	156.138	390
2017-10-26 00:00:00	156.138	157.808	155.267	157.487	390
2017-10-27 00:00:00	157.488	162.438	157.087	162.378	390
2017-10-28 00:00:00	162.377	163.598	162.057	163.018	240
2017-10-30 00:00:00	163.82	168.06	163.72	167.03	150
2017-10-31 00:00:00	167	169.08	165.84	168.91	390
2017-11-01 00:00:00	168.91	169.93	166.19	166.23	390
2017-11-02 00:00:00	166.24	167.68	165.267	166.228	390
2017-11-03 00:00:00	166.228	174.237	165.907	172.878	390
2017-11-04 00:00:00	172.878	173.798	172.307	172.478	240
2017-11-06 00:00:00	172.198	174.748	171.717	174.698	90
2017-11-07 00:00:00	174.698	175.238	173.597	174.577	390
2017-11-08 00:00:00	174.567	175.368	174.038	175.227	390
2017-11-09 00:00:00	175.228	176.208	174.787	175.707	390
2017-11-10 00:00:00	175.708	175.898	173.137	175.238	392
2017-11-11 00:00:00	175.237	175.328	174.597	174.647	300
2017-11-13 00:00:00	173.508	174.487	173.397	174.188	90
2017-11-14 00:00:00	174.188	174.408	172.107	172.858	390
2017-11-15 00:00:00	172.868	173.238	168.378	170.258	390
2017-11-16 00:00:00	170.258	171.168	168.677	170.888	390
2017-11-17 00:00:00	170.878	171.858	169.827	170.878	390
2017-11-18 00:00:00	170.858	170.908	169.637	170.038	300
2017-11-20 00:00:00	170.278	170.538	169.688	170.067	90
2017-11-21 00:00:00	170.068	173.688	169.548	173.258	390
2017-11-22 00:00:00	173.257	174.588	172.687	174.487	390
2017-11-23 00:00:00	174.487	174.988	173.847	174.927	300
2017-11-24 00:00:00	175.027	175.458	174.637	175.047	90
2017-11-25 00:00:00	175.048	175.298	174.797	174.797	123
2017-11-27 00:00:00	174.957	174.977	173.328	174.508	90
2017-11-28 00:00:00	174.508	174.858	173.067	173.298	390
2017-11-29 00:00:00	173.308	173.451	168.728	168.788	390
2017-11-30 00:00:00	168.788	171.078	167.151	170.418	390
2017-12-01 00:00:00	170.437	172.128	169.632	170.947	390
2017-12-02 00:00:00	170.948	171.38	168.527	170.988	300
2017-12-04 00:00:00	172.437	172.601	170.128	170.487	90
2017-12-05 00:00:00	170.488	172.188	168.417	170.878	390
2017-12-06 00:00:00	170.887	171.508	166.458	169.477	390
2017-12-07 00:00:00	169.478	170.367	168.838	169.728	390
2017-12-08 00:00:00	169.728	170.979	168.953	170.207	390
2017-12-09 00:00:00	170.217	170.37	168.817	169.317	300
2017-12-11 00:00:00	169.127	172.168	168.797	171.868	90
2017-12-12 00:00:00	171.868	172.878	171.467	171.948	390
2017-12-13 00:00:00	171.939	173.518	171.582	172.978	390
2017-12-14 00:00:00	172.977	173.171	171.998	172.327	390
2017-12-15 00:00:00	172.34	173.398	171.648	172.708	390
2017-12-16 00:00:00	172.713	174.131	172.667	173.857	300
2017-12-18 00:00:00	174.848	176.592	174.848	176.338	90
2017-12-19 00:00:00	176.339	177.178	174.087	174.407	390
2017-12-20 00:00:00	174.408	175.408	173.257	173.537	390
2017-12-21 00:00:00	173.538	175.287	173.498	175.187	390
2017-12-22 00:00:00	175.188	176.008	174.607	175.247	390
2017-12-23 00:00:00	175.257	175.328	174.837	175.038	300
2017-12-26 00:00:00	170.597	171.427	169.668	170.598	90
2017-12-27 00:00:00	170.599	170.828	169.699	169.918	390
2017-12-28 00:00:00	169.927	171.838	169.927	171.478	390
2017-12-29 00:00:00	171.477	171.528	169.307	169.628	390
2017-12-30 00:00:00	169.627	170.248	169.217	169.279	300
2018-01-02 00:00:00	170.138	171.588	169.257	171.498	90
2018-01-03 00:00:00	171.49	174.538	171.097	174.147	390
2018-01-04 00:00:00	174.148	174.278	171.967	172.95	390
2018-01-05 00:00:00	172.95	175.178	172.59	175.127	390
2018-01-06 00:00:00	175.142	175.208	174.557	174.977	300
2018-01-08 00:00:00	174.298	175.578	174.298	174.848	90
2018-01-09 00:00:00	174.838	175.127	173.397	174.008	391
2018-01-10 00:00:00	174.008	175.048	172.997	173.568	390
2018-01-11 00:00:00	173.568	175.468	172.997	175.228	390
2018-01-12 00:00:00	175.238	177.038	174.897	176.797	390
2018-01-13 00:00:00	176.798	177.328	176.281	176.997	300
2018-01-16 00:00:00	177.897	179.388	177.197	178.247	90
2018-01-17 00:00:00	178.247	178.248	175.047	175.658	390
2018-01-18 00:00:00	175.657	179.992	175.398	179.117	390
2018-01-19 00:00:00	179.117	180.088	177.567	177.831	390
2018-01-20 00:00:00	177.827	178.68	177.407	178.448	300
2018-01-22 00:00:00	177.257	177.768	176.667	177.001	90
2018-01-23 00:00:00	176.999	178.748	176.692	178.588	390
2018-01-24 00:00:00	178.588	179.428	174.797	174.908	398
2018-01-25 00:00:00	174.907	175.39	172.252	173.058	484
2018-01-26 00:00:00	173.057	173.688	170.293	171.288	390
2018-01-27 00:00:00	171.287	171.539	170.057	171.437	300
2018-01-29 00:00:00	169.878	169.977	167.067	168.317	90
2018-01-30 00:00:00	168.287	169.228	164.687	167.047	391
2018-01-31 00:00:00	167.067	168.427	165.098	167.527	391
2018-02-01 00:00:00	167.508	168.198	166.497	167.127	390
2018-02-02 00:00:00	167.128	168.598	162.867	163.637	390
2018-02-03 00:00:00	163.627	163.84	160.098	160.347	300
2018-02-05 00:00:00	159.097	163.848	157.998	163.357	90
2018-02-06 00:00:00	163.377	163.828	153.997	157.827	390
2018-02-07 00:00:00	157.848	163.708	156.501	161.978	390
2018-02-08 00:00:00	161.997	162.378	159.057	160.098	392
2018-02-09 00:00:00	160.067	160.988	154.707	155.877	394
2018-02-10 00:00:00	155.878	157.158	150.247	155.907	300
2018-02-12 00:00:00	158.477	160.818	157.497	160.787	90
2018-02-13 00:00:00	160.775	163.878	160.527	163.608	393
2018-02-14 00:00:00	163.607	165.537	162.448	165.347	390
2018-02-15 00:00:00	165.328	172.037	164.937	169.658	393
2018-02-16 00:00:00	169.677	174.558	169.197	174.038	390
2018-02-17 00:00:00	174.018	174.798	172.422	172.428	301
2018-02-20 00:00:00	172.008	173.988	171.557	173.418	90
2018-02-21 00:00:00	173.418	174.238	171.407	173.687	390
2018-02-22 00:00:00	173.688	174.108	171.047	173.448	390
2018-02-23 00:00:00	173.458	174.608	171.807	174.388	390
2018-02-24 00:00:00	174.388	175.638	174.127	175.548	300
2018-02-26 00:00:00	176.288	178.397	176.278	177.648	90
2018-02-27 00:00:00	177.647	180.458	177.597	179.028	390
2018-02-28 00:00:00	179.027	180.6	178.147	179.607	390
2018-03-01 00:00:00	179.617	180.478	177.477	178.357	432
2018-03-02 00:00:00	178.357	178.948	172.447	174.527	390
2018-03-03 00:00:00	174.517	176.288	174.008	176.137	300
2018-03-05 00:00:00	175.068	176.558	174.517	176.377	90
2018-03-06 00:00:00	176.377	178.238	176.147	177.017	452
2018-03-07 00:00:00	177.007	177.528	174.647	175.318	421
2018-03-08 00:00:00	175.317	176.038	174.257	175.478	390
2018-03-09 00:00:00	175.498	178.888	175.427	178.587	390
2018-03-10 00:00:00	178.587	179.978	178.548	179.963	300
2018-03-12 00:00:00	180.198	182.178	180.198	181.877	150
2018-03-13 00:00:00	181.878	183.488	181.057	181.897	390
2018-03-14 00:00:00	181.899	182.528	177.807	178.308	390
2018-03-15 00:00:00	178.328	180.19	177.987	179.778	390
2018-03-16 00:00:00	179.777	179.858	177.618	177.738	390
2018-03-17 00:00:00	177.748	178.728	177.687	177.868	240
2018-03-19 00:00:00	177.297	177.427	174.497	174.667	150
2018-03-20 00:00:00	174.667	176.778	173.648	175.647	390
2018-03-21 00:00:00	175.638	176.288	173.707	174.218	390
2018-03-22 00:00:00	174.217	174.24	168.931	169.567	390
2018-03-23 00:00:00	169.568	172.658	167.377	167.427	390
2018-03-24 00:00:00	167.437	169.908	164.987	165.018	240
2018-03-26 00:00:00	167.998	169.868	166.417	167.678	150
2018-03-27 00:00:00	167.677	175.128	167.287	174.318	390
2018-03-28 00:00:00	174.328	174.637	165.188	167.988	390
2018-03-29 00:00:00	167.998	170.598	165.917	169.788	390
2018-03-30 00:00:00	169.797	171.738	168.211	168.297	240
2018-04-02 00:00:00	167.748	168.927	164.798	165.308	210
2018-04-03 00:00:00	165.298	167.768	164.457	165.687	660
2018-04-04 00:00:00	165.697	169.788	164.807	169.397	494
2018-04-05 00:00:00	169.398	174.178	168.467	174.148	439
2018-04-06 00:00:00	174.147	174.218	169.717	170.877	390
2018-04-07 00:00:00	170.878	171.278	168.197	168.358	240
2018-04-09 00:00:00	169.798	172.467	169.798	172.438	150
2018-04-10 00:00:00	172.437	173.496	169.868	173.168	390
2018-04-11 00:00:00	173.167	173.958	171.569	173.238	390
2018-04-12 00:00:00	173.237	174.847	172.067	174.548	390
2018-04-13 00:00:00	174.547	175.827	173.708	175.197	390
2018-04-14 00:00:00	175.197	175.458	174.069	174.717	240
2018-04-16 00:00:00	174.977	175.978	174.828	175.507	150
2018-04-17 00:00:00	175.508	178.468	175.087	178.377	390
2018-04-18 00:00:00	178.388	178.927	176.867	177.938	390
2018-04-19 00:00:00	177.937	178.698	173.257	173.398	390
2018-04-20 00:00:00	173.388	173.968	166.517	166.887	390
2018-04-21 00:00:00	166.907	166.988	165.427	165.707	240
2018-04-23 00:00:00	166.797	166.857	165.207	166.537	150
2018-04-24 00:00:00	166.538	166.608	163.418	163.677	390
2018-04-25 00:00:00	163.677	165.138	161.217	164.497	390
2018-04-26 00:00:00	164.498	165.688	163.327	164.537	390
2018-04-27 00:00:00	164.547	164.611	160.628	161.667	390
2018-04-28 00:00:00	161.668	163.18	161.418	162.318	240
2018-04-30 00:00:00	162.107	167.248	161.827	165.487	150
2018-05-01 00:00:00	165.487	168.107	164.387	167.078	390
2018-05-02 00:00:00	167.077	176.718	166.907	175.957	390
2018-05-03 00:00:00	175.948	177.728	174.437	175.488	390
2018-05-04 00:00:00	175.508	183.618	174.938	182.658	390
2018-05-05 00:00:00	182.657	184.228	182.548	183.897	240
2018-05-07 00:00:00	185.177	187.648	185.177	187.358	150
2018-05-08 00:00:00	187.358	187.397	183.668	185.187	390
2018-05-09 00:00:00	185.188	186.658	184.437	185.878	390
2018-05-10 00:00:00	185.878	189.818	185.647	189.768	390
2018-05-11 00:00:00	189.758	190.347	188.417	188.988	392
2018-05-12 00:00:00	188.987	189.068	187.438	188.557	240
2018-05-14 00:00:00	188.927	189.498	188.238	188.977	150
2018-05-15 00:00:00	188.978	189.258	185.618	186.068	390
2018-05-16 00:00:00	186.067	188.358	185.087	187.827	390
2018-05-17 00:00:00	187.837	188.878	187.267	187.928	390
2018-05-18 00:00:00	187.928	188.107	186.338	187.358	390
2018-05-19 00:00:00	187.367	187.468	186.108	186.288	240
2018-05-21 00:00:00	187.848	189.248	187.097	187.597	150
2018-05-22 00:00:00	187.597	188.848	186.897	187.418	390
2018-05-23 00:00:00	187.417	187.838	185.737	186.277	390
2018-05-24 00:00:00	186.278	188.807	186.198	187.607	390
2018-05-25 00:00:00	187.607	189.628	187.497	189.368	390
2018-05-26 00:00:00	189.368	189.608	188.307	188.537	240
2018-05-29 00:00:00	187.637	188.727	186.867	187.208	150
2018-05-30 00:00:00	187.207	188.118	186.757	187.087	390
2018-05-31 00:00:00	187.098	188.213	186.117	187.838	390
2018-06-01 00:00:00	187.848	189.878	186.487	189.717	390
2018-06-02 00:00:00	189.718	190.237	189.491	190.237	240
2018-06-04 00:00:00	191.617	192.881	191.337	192.418	150
2018-06-05 00:00:00	192.418	193.918	191.428	193.178	390
2018-06-06 00:00:00	193.177	193.898	191.917	193.068	390
2018-06-07 00:00:00	193.067	194.172	192.317	193.298	390
2018-06-08 00:00:00	193.288	193.888	189.757	190.508	390
2018-06-09 00:00:00	190.507	191.978	190.507	191.478	240
2018-06-11 00:00:00	191.278	191.948	190.198	191.168	150
2018-06-12 00:00:00	191.177	191.867	191.068	191.668	390
2018-06-13 00:00:00	191.667	192.847	191.267	192.727	390
2018-06-14 00:00:00	192.728	192.738	190.207	191.097	390
2018-06-15 00:00:00	191.098	191.318	188.287	189.087	390
2018-06-16 00:00:00	189.088	189.468	188.537	188.898	240
2018-06-18 00:00:00	187.857	189.198	187.187	188.898	150
2018-06-19 00:00:00	188.898	189.198	183.437	185.108	390
2018-06-20 00:00:00	185.108	186.957	184.797	185.987	390
2018-06-21 00:00:00	185.998	188.328	185.937	186.647	390
2018-06-22 00:00:00	186.638	186.667	184.798	185.237	390
2018-06-23 00:00:00	185.237	185.957	184.908	184.948	240
2018-06-25 00:00:00	183.347	184.888	182.167	182.318	150
2018-06-26 00:00:00	182.317	185.198	180.707	184.787	391
2018-06-27 00:00:00	184.787	187.248	184.117	186.748	390
2018-06-28 00:00:00	186.747	186.917	183.788	185.157	390
2018-06-29 00:00:00	185.167	187.157	184.577	186.118	390
2018-06-30 00:00:00	186.113	186.578	185.277	185.439	240
2018-07-02 00:00:00	183.817	186.928	183.398	185.958	150
2018-07-03 00:00:00	185.948	187.918	185.267	186.428	390
2018-07-04 00:00:00	186.427	186.588	183.597	183.597	60
2018-07-05 00:00:00	185.225	186.388	184.278	185.418	150
2018-07-06 00:00:00	185.428	187.708	184.957	187.387	390
2018-07-07 00:00:00	187.398	188.418	187.368	187.927	240
2018-07-09 00:00:00	189.408	190.668	189.297	190.298	150
2018-07-10 00:00:00	190.298	191.187	189.718	191.178	390
2018-07-11 00:00:00	191.178	191.267	187.928	187.948	390
2018-07-12 00:00:00	187.947	190.978	187.657	190.958	390
2018-07-13 00:00:00	190.948	191.817	190.567	191.688	390
2018-07-14 00:00:00	191.687	191.728	190.928	191.328	240
2018-07-16 00:00:00	191.637	192.618	190.957	191.288	148
2018-07-17 00:00:00	191.297	191.348	189.187	190.767	390
2018-07-18 00:00:00	190.768	191.848	189.917	190.378	390
2018-07-19 00:00:00	190.377	192.528	189.647	192.448	390
2018-07-20 00:00:00	192.457	192.517	191.548	192.027	390
2018-07-21 00:00:00	192.028	192.078	190.178	191.068	240
